Locus,mol_type,Len,sci_name,kew_id,family,genus,species,infraspecies,Duplicates,Ini_sci_name
NC_065726.1,genomic DNA,157263,Plagiopteron suaveolens,835027-1,Celastraceae,Plagiopteron,suaveolens,,False,Plagiopteron suaveolens
NC_062900.1,genomic DNA,160028,Magnolia fraseri,30302949-2,Magnoliaceae,Magnolia,fraseri,,False,Magnolia fraseri
NC_062922.1,genomic DNA,159748,Magnolia guatemalensis,149300-2,Magnoliaceae,Magnolia,guatemalensis,,False,Magnolia guatemalensis
NC_062891.1,genomic DNA,159736,Magnolia liliifera,554760-1,Magnoliaceae,Magnolia,liliifera,,False,Magnolia liliifera
NC_062932.1,genomic DNA,160019,Magnolia nitida,554781-1,Magnoliaceae,Magnolia,nitida,,False,Magnolia nitida
NC_062931.1,genomic DNA,159686,Magnolia schiedeana,554833-1,Magnoliaceae,Magnolia,schiedeana,,False,Magnolia schiedeana
NC_062921.1,genomic DNA,159730,Magnolia sharpii,149311-2,Magnoliaceae,Magnolia,sharpii,,False,Magnolia sharpii
NC_062655.1,genomic DNA,160071,Magnolia compressa,554664-1,Magnoliaceae,Magnolia,compressa,,False,Magnolia compressa
NC_062893.1,genomic DNA,159790,Magnolia albosericea,554629-1,Magnoliaceae,Magnolia,albosericea,,False,Magnolia albosericea
NC_062937.1,genomic DNA,159987,Magnolia amoena,554632-1,Magnoliaceae,Magnolia,amoena,,False,Magnolia amoena
NC_062894.1,genomic DNA,159828,Magnolia championii,554659-1,Magnoliaceae,Magnolia,championii,,False,Magnolia championii
NC_062935.1,genomic DNA,160074,Magnolia cylindrica,554671-1,Magnoliaceae,Magnolia,cylindrica,,False,Magnolia cylindrica
NC_062928.1,genomic DNA,159908,Magnolia dawsoniana,554673-1,Magnoliaceae,Magnolia,dawsoniana,,False,Magnolia dawsoniana
NC_062927.1,genomic DNA,159969,Magnolia globosa,554718-1,Magnoliaceae,Magnolia,globosa,,False,Magnolia globosa
NC_062913.1,genomic DNA,159760,Magnolia henryi,554732-1,Magnoliaceae,Magnolia,henryi,,False,Magnolia henryi
NC_062920.1,genomic DNA,159722,Magnolia pterocarpa,554815-1,Magnoliaceae,Magnolia,pterocarpa,,False,Magnolia pterocarpa
NC_062925.1,genomic DNA,160118,Magnolia sargentiana,554832-1,Magnoliaceae,Magnolia,sargentiana,,False,Magnolia sargentiana
NC_062916.1,genomic DNA,160066,Magnolia utilis,77074669-1,Magnoliaceae,Magnolia,utilis,,False,Magnolia utilis
NC_062914.1,genomic DNA,160110,Magnolia kwangtungensis,554752-1,Magnoliaceae,Magnolia,kwangtungensis,,False,Magnolia kwangtungensis
NC_062652.1,genomic DNA,160030,Magnolia floribunda,20011691-1,Magnoliaceae,Magnolia,floribunda,,False,Magnolia floribunda
NC_062644.1,genomic DNA,160082,Magnolia foveolata,20011693-1,Magnoliaceae,Magnolia,foveolata,,False,Magnolia foveolata
NC_062643.1,genomic DNA,160022,Magnolia fulva,20011695-1,Magnoliaceae,Magnolia,fulva,,False,Magnolia fulva
NC_062653.1,genomic DNA,160020,Magnolia masticata,20011706-1,Magnoliaceae,Magnolia,masticata,,False,Magnolia masticata
NC_062654.1,genomic DNA,160054,Magnolia montana,20011710-1,Magnoliaceae,Magnolia,montana,,False,Magnolia montana
NC_062942.1,genomic DNA,160088,Magnolia lanuginosa,60433089-2,Magnoliaceae,Magnolia,lanuginosa,,False,Magnolia lanuginosa
NC_062929.1,genomic DNA,160046,Magnolia lotungensis,554764-1,Magnoliaceae,Magnolia,lotungensis,,False,Magnolia lotungensis
NC_062586.1,genomic DNA,151821,Vigna umbellata,525554-1,Fabaceae,Vigna,umbellata,,False,Vigna umbellata
NC_062940.1,genomic DNA,160061,Magnolia praecalva,60433083-2,Magnoliaceae,Magnolia,praecalva,,False,Magnolia praecalva
NC_061550.1,genomic DNA,152588,Notholirion thomsonianum,538786-1,Liliaceae,Notholirion,thomsonianum,,False,Notholirion thomsonianum
NC_063488.1,genomic DNA,122253,Astragalus neglectus,478822-1,Fabaceae,Astragalus,neglectus,,True,Astragalus neglectus
NC_063489.1,genomic DNA,121590,Astragalus obscurus,478932-1,Fabaceae,Astragalus,obscurus,,False,Astragalus obscurus
NC_065835.1,genomic DNA,150074,Sedum bulbiferum,275166-1,Crassulaceae,Sedum,bulbiferum,,False,Sedum bulbiferum
NC_066652.1,genomic DNA,160324,Eranthis byunsanensis,975696-1,Ranunculaceae,Eranthis,byunsanensis,,False,Eranthis byunsanensis
NC_063743.1,genomic DNA,172874,Codonopsis javanica,141805-1,Campanulaceae,Codonopsis,javanica,,False,Codonopsis javanica
NC_066418.1,genomic DNA,157816,Prunus serrulata,730268-1,Rosaceae,Prunus,serrulata,,False,Prunus serrulata
NC_066450.1,genomic DNA,163817,Boesenbergia rotunda,872224-1,Zingiberaceae,Boesenbergia,rotunda,,False,Boesenbergia rotunda
NC_066014.1,genomic DNA,150682,Calendula arvensis,187819-1,Asteraceae,Calendula,arvensis,,False,Calendula arvensis
NC_065353.1,genomic DNA,156110,Disporopsis aspersa,60456597-2,Asparagaceae,Disporopsis,aspersa,,False,Disporopsis aspersa
NC_065354.1,genomic DNA,156088,Disporopsis longifolia,534029-1,Asparagaceae,Disporopsis,longifolia,,False,Disporopsis longifolia
NC_066477.1,genomic DNA,160258,Ficus tinctoria,853840-1,Moraceae,Ficus,tinctoria,,False,Ficus tinctoria
NC_065056.1,genomic DNA,136262,Koeleria spicata,77217043-1,Poaceae,Koeleria,spicata,,False,Trisetum spicatum
NC_062837.1,genomic DNA,155630,Fragaria gracilis,725017-1,Rosaceae,Fragaria,gracilis,,False,Fragaria gracilis
NC_066129.1,genomic DNA,152107,Dahlia pinnata,30027297-2,Asteraceae,Dahlia,pinnata,,False,Dahlia pinnata
NC_061591.1,genomic DNA,161169,Quercus serrata,60444831-2,Fagaceae,Quercus,serrata,,True,Quercus serrata
NC_061581.1,genomic DNA,160825,Quercus sessilifolia,296745-1,Fagaceae,Quercus,sessilifolia,,False,Quercus sessilifolia
NC_066144.1,genomic DNA,136278,Zizania palustris,304686-2,Poaceae,Zizania,palustris,,False,Zizania palustris
NC_065031.1,genomic DNA,129959,Cupressus duclouxiana,676736-1,Cupressaceae,Cupressus,duclouxiana,,False,Cupressus duclouxiana
NC_065781.1,genomic DNA,153682,Allium hookeri,528166-1,Amaryllidaceae,Allium,hookeri,,False,Allium hookeri
NC_065777.1,genomic DNA,152615,Allium wallichii,529134-1,Amaryllidaceae,Allium,wallichii,,False,Allium wallichii
NC_062463.1,genomic DNA,164343,Alpinia nigra,872010-1,Zingiberaceae,Alpinia,nigra,,False,Alpinia nigra
NC_062666.1,genomic DNA,159408,Polyalthia suberosa,74734-1,Annonaceae,Polyalthia,suberosa,,False,Polyalthia suberosa
NC_064364.1,genomic DNA,156762,Eleutherococcus sessiliflorus,90433-1,Araliaceae,Eleutherococcus,sessiliflorus,,False,Eleutherococcus sessiliflorus
NC_065841.1,genomic DNA,155302,Valeriana fauriei,859789-1,Caprifoliaceae,Valeriana,fauriei,,False,Valeriana fauriei
NC_062330.1,genomic DNA,163202,Muehlenbeckia platyclada,694774-1,Polygonaceae,Muehlenbeckia,platyclada,,False,Muehlenbeckia platyclada
NC_064985.1,genomic DNA,157602,Tillandsia guatemalensis,287880-2,Bromeliaceae,Tillandsia,guatemalensis,,True,Tillandsia cyanea
NC_065176.1,genomic DNA,157533,Vriesea cereicola,266573-2,Bromeliaceae,Vriesea,cereicola,,False,Tillandsia cereicola
NC_062349.1,genomic DNA,159962,Malus fusca,150114-2,Rosaceae,Malus,fusca,,False,Malus fusca
NC_062350.1,genomic DNA,159966,Malus orientalis,895826-1,Rosaceae,Malus,orientalis,,False,Malus orientalis
NC_065128.1,genomic DNA,158053,Styrax formosanus,826785-1,Styracaceae,Styrax,formosanus,,False,Styrax formosanus
NC_063737.1,genomic DNA,156346,Arachis batizocoi,17285-2,Fabaceae,Arachis,batizocoi,,False,Arachis batizocoi
NC_064374.1,genomic DNA,159147,Sida acuta,235518-2,Malvaceae,Sida,acuta,,False,Sida acuta
NC_062693.1,genomic DNA,155266,Solanum americanum,238279-2,Solanaceae,Solanum,americanum,,False,Solanum americanum
NC_062469.1,genomic DNA,155852,Solanum trisectum,821323-1,Solanaceae,Solanum,trisectum,,False,Solanum trisectum
NC_062486.1,genomic DNA,155748,Solanum nitidum,820254-1,Solanaceae,Solanum,nitidum,,True,Solanum nitidum
NC_062476.1,genomic DNA,155399,Solanum villosum,285344-2,Solanaceae,Solanum,villosum,,True,Solanum villosum
NC_064055.1,genomic DNA,160705,Castanopsis sieboldii,50956789-1,Fagaceae,Castanopsis,sieboldii,,False,Castanopsis sieboldii
NC_066191.1,genomic DNA,165711,Berberis japonica,106792-1,Berberidaceae,Berberis,japonica,,True,Berberis japonica
NC_065000.1,genomic DNA,157113,Viola chaerophylloides,77205543-1,Violaceae,Viola,chaerophylloides,,False,Viola chaerophylloides
NC_062939.1,genomic DNA,160133,Magnolia changhungtana,77097493-1,Magnoliaceae,Magnolia,changhungtana,,False,Magnolia changhungtana
NC_064118.1,genomic DNA,153954,Spiranthes sinensis,1208023-2,Orchidaceae,Spiranthes,sinensis,,False,Spiranthes sinensis
NC_064728.1,genomic DNA,164831,Durio oxleyanus,559524-1,Malvaceae,Durio,oxleyanus,,False,Durio oxleyanus
NC_061572.1,genomic DNA,159701,Dendrobium moschatum,628047-1,Orchidaceae,Dendrobium,moschatum,,True,Dendrobium moschatum
NC_065477.1,genomic DNA,201398,Rhododendron micranthum,332879-1,Ericaceae,Rhododendron,micranthum,,True,Rhododendron micranthum
NC_066155.1,genomic DNA,151278,Carpesium cernuum,189333-1,Asteraceae,Carpesium,cernuum,,False,Carpesium cernuum
NC_066031.1,genomic DNA,151261,Limbarda crithmoides,230899-1,Asteraceae,Limbarda,crithmoides,,False,Limbarda crithmoides
NC_065101.1,genomic DNA,152740,Cinnamomum burmanni,463328-1,Lauraceae,Cinnamomum,burmanni,,False,Cinnamomum burmanni
NC_066447.1,genomic DNA,150879,Callitriche stagnalis,430045-1,Plantaginaceae,Callitriche,stagnalis,,False,Callitriche stagnalis
NC_066006.1,genomic DNA,159219,Myrtus communis,599719-1,Myrtaceae,Myrtus,communis,,True,Myrtus communis
NC_063476.1,genomic DNA,134029,Podocarpus longifoliolatus,263519-1,Podocarpaceae,Podocarpus,longifoliolatus,,False,Podocarpus longifoliolatus
NC_065119.1,genomic DNA,143685,Illicium lanceolatum,554514-1,Schisandraceae,Illicium,lanceolatum,,False,Illicium lanceolatum
NC_065063.1,genomic DNA,162746,Tilia tomentosa,835608-1,Malvaceae,Tilia,tomentosa,,False,Tilia tomentosa
NC_065725.1,genomic DNA,158406,Catha edulis,941530-1,Celastraceae,Catha,edulis,,False,Catha edulis
NC_065719.1,genomic DNA,157903,Reissantia indica,162488-1,Celastraceae,Reissantia,indica,,False,Pristimera indica
NC_061597.1,genomic DNA,159144,Tripterygium regelii,162907-1,Celastraceae,Tripterygium,regelii,,False,Tripterygium regelii
NC_065857.1,genomic DNA,150757,Amaranthus sp.,77227930-1,Amaranthaceae,Amaranthus,,blitum,True,Amaranthus albus
NC_065859.1,genomic DNA,150668,Amaranthus blitoides,10615-2,Amaranthaceae,Amaranthus,blitoides,,False,Amaranthus blitoides
NC_065858.1,genomic DNA,150524,Amaranthus spinosus,10711-2,Amaranthaceae,Amaranthus,spinosus,,False,Amaranthus spinosus
NC_063671.1,genomic DNA,143629,Illicium difengpi,435471-1,Schisandraceae,Illicium,difengpi,,False,Illicium difengpi
NC_065117.1,genomic DNA,143480,Illicium majus,554519-1,Schisandraceae,Illicium,majus,,False,Illicium majus
NC_065114.1,genomic DNA,143374,Illicium micranthum,554525-1,Schisandraceae,Illicium,micranthum,,False,Illicium micranthum
NC_063647.1,genomic DNA,158456,Vallea stipularis,836044-1,Elaeocarpaceae,Vallea,stipularis,,False,Vallea stipularis
NC_066667.1,genomic DNA,159135,Koenigia alpina,77152588-1,Polygonaceae,Koenigia,alpina,,False,Koenigia alpina
NC_065784.1,genomic DNA,159476,Bistorta officinalis,60430545-2,Polygonaceae,Bistorta,officinalis,,False,Bistorta officinalis
NC_061761.1,genomic DNA,154388,Lantana camara,325686-2,Verbenaceae,Lantana,camara,,False,Lantana camara
NC_062351.1,genomic DNA,151654,Gladiolus,30066908-2,Iridaceae,Gladiolus,,,False,Gladiolus x
NC_066023.1,genomic DNA,150154,Tanacetum parthenium,252460-1,Asteraceae,Tanacetum,parthenium,,False,Tanacetum parthenium
NC_066029.1,genomic DNA,150217,Tanacetum vulgare,252568-1,Asteraceae,Tanacetum,vulgare,,False,Tanacetum vulgare
NC_062651.1,genomic DNA,160110,Magnolia elegans,554688-1,Magnoliaceae,Magnolia,elegans,,False,Magnolia elegans
NC_061544.1,genomic DNA,152656,Ocotea foetens,467308-1,Lauraceae,Ocotea,foetens,,False,Ocotea foetens
NC_061545.1,genomic DNA,152656,Ocotea guianensis,467336-1,Lauraceae,Ocotea,guianensis,,False,Ocotea guianensis
NC_061546.1,genomic DNA,152646,Ocotea odorifera,281484-2,Lauraceae,Ocotea,odorifera,,False,Ocotea odorifera
NC_066421.1,genomic DNA,157493,Prunus mahaleb,729931-1,Rosaceae,Prunus,mahaleb,,False,Prunus mahaleb
NC_066045.1,genomic DNA,135074,Elymus pendulinus,400383-1,Poaceae,Elymus,pendulinus,,False,Elymus pendulinus
NC_066042.1,genomic DNA,135092,Elymus strictus,77076116-1,Poaceae,Elymus,strictus,,False,Elymus strictus
NC_064336.1,genomic DNA,115596,Lophophora diffusa,143598-2,Cactaceae,Lophophora,diffusa,,False,Lophophora diffusa
NC_066431.1,genomic DNA,161426,Piper boehmeriifolium,60458552-2,Piperaceae,Piper,boehmeriifolium,,False,Piper boehmeriifolium
NC_066436.1,genomic DNA,161346,Piper retrofractum,683079-1,Piperaceae,Piper,retrofractum,,False,Piper retrofractum
NC_066438.1,genomic DNA,160738,Piper umbellatum,316339-2,Piperaceae,Piper,umbellatum,,False,Piper umbellatum
NC_062415.1,genomic DNA,160398,Exochorda racemosa,724870-1,Rosaceae,Exochorda,racemosa,,True,Exochorda racemosa
NC_064145.1,genomic DNA,155299,Paphiopedilum helenae,991802-1,Orchidaceae,Paphiopedilum,helenae,,False,Paphiopedilum helenae
NC_066670.1,genomic DNA,156798,Koenigia forrestii,694610-1,Polygonaceae,Koenigia,forrestii,,False,Koenigia forrestii
NC_063665.1,genomic DNA,160641,Cynanchum rostellatum,77158564-1,Apocynaceae,Cynanchum,rostellatum,,False,Cynanchum rostellatum
NC_067034.1,genomic DNA,152121,Allium jodanthum,528223-1,Amaryllidaceae,Allium,jodanthum,,False,Allium jodanthum
NC_063646.1,genomic DNA,159400,Crinodendron patagua,833693-1,Elaeocarpaceae,Crinodendron,patagua,,False,Crinodendron patagua
NC_066503.1,genomic DNA,160776,Carya myristiciformis,47809-2,Juglandaceae,Carya,myristiciformis,,False,Carya myristiciformis
NC_066504.1,genomic DNA,160715,Carya tonkinensis,442204-1,Juglandaceae,Carya,tonkinensis,,False,Carya tonkinensis
NC_066420.1,genomic DNA,158116,Prunus cerasus,729574-1,Rosaceae,Prunus,cerasus,,False,Prunus cerasus
NC_064105.1,genomic DNA,158015,Prunus maackii,729924-1,Rosaceae,Prunus,maackii,,False,Prunus maackii
NC_063519.1,genomic DNA,185609,Carex myosuroides,301123-1,Cyperaceae,Carex,myosuroides,,True,Carex myosuroides
NC_066002.1,genomic DNA,159801,Crataegus monogyna,723820-1,Rosaceae,Crataegus,monogyna,,False,Crataegus monogyna
NC_062348.1,genomic DNA,160063,Malus baccata,726243-1,Rosaceae,Malus,baccata,,False,Malus baccata
NC_066004.1,genomic DNA,153476,Vinca difformis,82683-1,Apocynaceae,Vinca,difformis,,False,Vinca difformis
NC_067002.1,genomic DNA,152174,Chrysosplenium davidianum,790570-1,Saxifragaceae,Chrysosplenium,davidianum,,False,Chrysosplenium davidianum
NC_067010.1,genomic DNA,152364,Chrysosplenium griffithii,790600-1,Saxifragaceae,Chrysosplenium,griffithii,,False,Chrysosplenium griffithii
NC_063109.1,genomic DNA,158295,Salacca zalacca,670335-1,Arecaceae,Salacca,zalacca,,False,Salacca zalacca
NC_062597.1,genomic DNA,157121,Chloranthus angustifolius,167782-1,Chloranthaceae,Chloranthus,angustifolius,,False,Chloranthus angustifolius
NC_065306.1,genomic DNA,157063,Chloranthus fortunei,167791-1,Chloranthaceae,Chloranthus,fortunei,,False,Chloranthus fortunei
NC_062890.1,genomic DNA,139619,Yushania niitakayamensis,426782-1,Poaceae,Yushania,niitakayamensis,,False,Yushania niitakayamensis
NC_064343.1,genomic DNA,151393,Chrysanthemum chanetii,193364-1,Asteraceae,Chrysanthemum,chanetii,,False,Chrysanthemum chanetii
NC_064344.1,genomic DNA,151371,Chrysanthemum dichrum,77061350-1,Asteraceae,Chrysanthemum,dichrum,,False,Chrysanthemum dichroum
NC_061603.1,genomic DNA,156865,Camellia huana,970990-1,Theaceae,Camellia,huana,,False,Camellia liberofilamenta
NC_061599.1,genomic DNA,156657,Camellia indochinensis var. indochinensis,77227984-1,Theaceae,Camellia,indochinensis,indochinensis,False,Camellia limonia
NC_067089.1,genomic DNA,156933,Camellia indochinensis var. indochinensis,77227984-1,Theaceae,Camellia,indochinensis,indochinensis,False,Camellia parvipetala
NC_067088.1,genomic DNA,156882,Camellia pingguoensis,829956-1,Theaceae,Camellia,pingguoensis,,False,Camellia pingguoensis
NC_067091.1,genomic DNA,156574,Camellia indochinensis,829923-1,Theaceae,Camellia,indochinensis,,False,Camellia indochinensis
NC_061602.1,genomic DNA,156865,Camellia chrysanthoides,829889-1,Theaceae,Camellia,chrysanthoides,,False,Camellia xiashiensis
NC_065331.1,genomic DNA,163675,Schizaea dichotoma,17220420-1,Schizaeaceae,Schizaea,dichotoma,,True,Schizaea dichotoma
NC_065332.1,genomic DNA,160236,Schizaea poeppigiana,229410-2,Schizaeaceae,Schizaea,poeppigiana,,False,Schizaea poeppigiana
NC_065502.1,genomic DNA,149668,Schizaea pusilla,17220680-1,Schizaeaceae,Schizaea,pusilla,,False,Schizaea pusilla
NC_061725.1,genomic DNA,157825,Causonis japonica,60470155-2,Vitaceae,Causonis,japonica,,False,Causonis japonica
NC_061724.1,genomic DNA,161792,Apocissus antarctica,77322920-1,Vitaceae,Apocissus,antarctica,,False,Cissus antarctica
NC_064073.1,genomic DNA,159991,Cryptandra amara,717198-1,Rhamnaceae,Cryptandra,amara,,False,Cryptandra amara
NC_062923.1,genomic DNA,160186,Magnolia carsonii,933056-1,Magnoliaceae,Magnolia,carsonii,,False,Magnolia carsonii
NC_062919.1,genomic DNA,160127,Magnolia decidua,77074650-1,Magnoliaceae,Magnolia,decidua,,False,Magnolia decidua
NC_067079.1,genomic DNA,158052,Stephania cephalantha,581404-1,Menispermaceae,Stephania,cephalantha,,False,Stephania cephalantha
NC_064148.1,genomic DNA,150778,Rubroshorea macrophylla,77298414-1,Dipterocarpaceae,Rubroshorea,macrophylla,,False,Shorea macrophylla
NC_066070.1,genomic DNA,158174,Nervilia concolor,645461-1,Orchidaceae,Nervilia,concolor,,False,Nervilia aragoana
NC_061728.1,genomic DNA,161065,Vitis flexuosa,68717-1,Vitaceae,Vitis,flexuosa,,False,Vitis flexuosa
NC_061733.1,genomic DNA,160973,Vitis sinocinerea,870791-1,Vitaceae,Vitis,sinocinerea,,False,Vitis sinocinerea
NC_065123.1,genomic DNA,157810,Styrax hookeri,826811-1,Styracaceae,Styrax,hookeri,,False,Styrax perkinsiae
NC_065126.1,genomic DNA,157900,Styrax serrulatus,327031-2,Styracaceae,Styrax,serrulatus,,False,Styrax serrulatus
NC_065201.1,genomic DNA,159275,Euterpe precatoria,666949-1,Arecaceae,Euterpe,precatoria,,False,Euterpe precatoria
NC_063708.1,genomic DNA,137117,Torreya taxifolia,264000-1,Taxaceae,Torreya,taxifolia,,False,Torreya taxifolia
NC_062667.1,genomic DNA,176207,Gaultheria nummularioides,330632-1,Ericaceae,Gaultheria,nummularioides,,False,Gaultheria nummularioides
NC_066008.1,genomic DNA,150634,Paronychia argentea,434984-1,Caryophyllaceae,Paronychia,argentea,,True,Paronychia argentea
NC_066425.1,genomic DNA,161171,Lithocarpus glaber,358769-1,Fagaceae,Lithocarpus,glaber,,False,Lithocarpus glaber
NC_065397.1,genomic DNA,160341,Atalantia monophylla,771414-1,Rutaceae,Atalantia,monophylla,,False,Atalantia monophylla
NC_065398.1,genomic DNA,159557,Atalantia racemosa,771423-1,Rutaceae,Atalantia,racemosa,,False,Atalantia racemosa
NC_065399.1,genomic DNA,160288,Atalantia roxburghiana,771428-1,Rutaceae,Atalantia,roxburghiana,,True,Atalantia roxburghiana
NC_061742.1,genomic DNA,159787,Clausena lansium,772147-1,Rutaceae,Clausena,lansium,,False,Clausena lansium
NC_063952.1,genomic DNA,155382,Cymbidium floribundum,50880941-1,Orchidaceae,Cymbidium,floribundum,,False,Cymbidium floribundum
NC_065459.1,genomic DNA,121713,Pinus rigida,263270-1,Pinaceae,Pinus,rigida,,True,Pinus rigida
NC_061721.1,genomic DNA,159948,Cissus quadrangularis,67898-1,Vitaceae,Cissus,quadrangularis,,False,Cissus quadrangularis
NC_061723.1,genomic DNA,158478,Cissus discolor,869840-1,Vitaceae,Cissus,discolor,,False,Cissus discolor
NC_064349.1,genomic DNA,151866,Sinocarum cruciatum,999761-1,Apiaceae,Sinocarum,cruciatum,,False,Sinocarum cruciatum
NC_062881.1,genomic DNA,153706,Allium ovalifolium,528551-1,Amaryllidaceae,Allium,ovalifolium,,False,Allium ovalifolium
NC_063459.1,genomic DNA,161476,Lithocarpus dealbatus,358720-1,Fagaceae,Lithocarpus,dealbatus,,False,Lithocarpus dealbatus
NC_061586.1,genomic DNA,160857,Quercus cocciferoides,359508-1,Fagaceae,Quercus,cocciferoides,,False,Quercus cocciferoides
NC_061593.1,genomic DNA,161221,Quercus engleriana,296109-1,Fagaceae,Quercus,engleriana,,False,Quercus engleriana
NC_061614.1,genomic DNA,161278,Quercus griffithii,296220-1,Fagaceae,Quercus,griffithii,,False,Quercus griffithii
NC_061577.1,genomic DNA,160809,Quercus monimotricha,359865-1,Fagaceae,Quercus,monimotricha,,False,Quercus monimotricha
NC_061583.1,genomic DNA,160849,Quercus rehderiana,360028-1,Fagaceae,Quercus,rehderiana,,False,Quercus pseudosemecarpifolia
NC_061615.1,genomic DNA,161383,Quercus rehderiana,360028-1,Fagaceae,Quercus,rehderiana,,False,Quercus rehderiana
NC_061590.1,genomic DNA,161146,Quercus senescens,360081-1,Fagaceae,Quercus,senescens,,False,Quercus senescens
